"";"unacceptable_antigens";"vpra";"count";"frequency"
"3321";"A24 B44 Cw7 DR15 DQ6";83,73;1;0,000145011600928074
"3322";"A24 B45";18,68;1;0,000145011600928074
"3323";"A24 B49 B50";22,18;1;0,000145011600928074
"3324";"A24 B51 B27 Cw1 Cw2 DR16";44,25;1;0,000145011600928074
"3325";"A24 B51 B35 Cw4 DR1 DQ5";61,37;1;0,000145011600928074
"3326";"A24 B51 B38 B39 B55 DR4 DR13 DR7";75,53;1;0,000145011600928074
"3327";"A24 B51 B52 B44 B45 B13 B64 B62 B63 B75 B76 B77 B71 B72 B38 B57 B58 B18 B50 B54 B55 B56 B27 B35 B37 B60 B61 B41 B47 B53 B59 B78 B82";93,61;1;0,000145011600928074
"3328";"A24 B55 DR5";40,01;1;0,000145011600928074
"3329";"A24 B57 B41 Bw4 Cw17 DR7 DR53";80,39;1;0,000145011600928074
"3330";"A24 B57 B58";24,77;1;0,000145011600928074
"3331";"A24 B60";25,44;1;0,000145011600928074
"3332";"A24 B62 DR11";43,86;1;0,000145011600928074
"3333";"A24 B65 B38 Cw8 DR14 DQ7";69,17;1;0,000145011600928074
"3334";"A24 B7";37,29;1;0,000145011600928074
"3335";"A24 B7";37,39;1;0,000145011600928074
"3336";"A24 B7 B12 B13 B62 B70 B21 B55 B56 B27 B40 B41 B42 B47 B48 B59 B67 B73 B81 DR1 DR15 DR16 DR4 DR11 DR12 DR13 DR14 DR8 DR9 DR10 DR51 DQ5 DQ6 DQ7 DQ8 DQ9 DQ4";99,06;1;0,000145011600928074
"3337";"A24 B7 B13 B49 B27 B37 B40 B46 B47 B67 B73 B81 DR1 DR2 DR10 DQ1 DQ7";92,79;1;0,000145011600928074
"3338";"A24 B7 B13 B54 B55 B56 B27 B60 B61 B42 B47 B48 B59 B81 DR15 DR16 DR4 DR51";76,7;1;0,000145011600928074
"3339";"A24 B7 B18 DR15 DR11 DQ1";85,48;1;0,000145011600928074
"3340";"A24 B7 B42 DQ1";76,51;1;0,000145011600928074
"3341";"A24 B7 B8 B45 B14 B62 B75 B76 B70 B39 B18 B50 B22 B27 B35 B40 B41 B42 B46 B48 B67 B73 B78 B81 B82 Cw1 Cw10 Cw9 Cw7 Cw8 Cw12 Cw14";95,58;1;0,000145011600928074
"3342";"A24 B7 DR15";44,23;1;0,000145011600928074
"3343";"A24 B8 B18";42,37;1;0,000145011600928074
"3344";"A24 B8 DR17";40,46;1;0,000145011600928074
"3345";"A24 DQ2 DQ3 DQ4";84,61;1;0,000145011600928074
"3346";"A24 DQ7 DQ4";50,96;1;0,000145011600928074
"3347";"A24 DR14";23,08;1;0,000145011600928074
"3348";"A24 DR3 DR12 DR14 DR7 DR9 DQ2";59,08;1;0,000145011600928074
"3349";"A24 DR8 DQ4";23,71;2;0,000290023201856148
"3350";"A25";4,01;8;0,00116009280742459
"3351";"A25";4,91;5;0,000725058004640371
"3352";"A25";5;13;0,00188515081206497
"3353";"A25 A11";14,07;1;0,000145011600928074
"3354";"A25 A11";15,75;2;0,000290023201856148
"3355";"A25 A11 A32 B12 B13 B15 B17 B49 B37 Cw3 DR4 DR11 DR7 DR9 DR53 DQ3";86,45;1;0,000145011600928074
"3356";"A25 A11 A32 B51 B52 B62 B75 B77 B71 B72 B57 B58 B18 B49 B50 B56 B35 B37 B46 B53 B78 Cw2 Cw4 Cw5 Cw6 Cw15 Cw17 Cw18 DQ7 DQ8 DQ9";90,65;1;0,000145011600928074
"3357";"A25 A11 DR9 DR53 DQ2 DQ3";82;1;0,000145011600928074
"3358";"A25 A26";10,49;6;0,000870069605568445
"3359";"A25 A26";11,58;2;0,000290023201856148
"3360";"A25 A26";11,6;4;0,000580046403712297
"3361";"A25 A26 A11";20,19;1;0,000145011600928074
"3362";"A25 A26 A11 A29 A30 A33 B57 B58 Cw3 DR7 DR53 DQ2";80,68;1;0,000145011600928074
"3363";"A25 A26 A11 A31 A43 DQ1";74,7;1;0,000145011600928074
"3364";"A25 A26 A11 A32 A43 B63 B57 B58 Cw6 DR15 DR16 DR12 DR7 DR9";77,59;1;0,000145011600928074
"3365";"A25 A26 A11 A43 B49 DR13 DQ5 DQ6 DQ8 DQ9 DQ4";96,2;1;0,000145011600928074
"3366";"A25 A26 A11 A43 B63 DR1 DR15 DR16 DR11 DR8 DR9 DR10";81,02;1;0,000145011600928074
"3367";"A25 A26 A11 B62 B63 DR4 DR11 DR12 DR10 DR53";73,8;1;0,000145011600928074
"3368";"A25 A26 A19 A80 B8 B37 B53 B67 B73 Cw14 Cw15 Cw18 DR17 DQ2 DQ7 DQ4";88,12;1;0,000145011600928074
"3369";"A25 A26 A29 A68 A69 B44 B45 B49 B50 B60 B61";51,38;1;0,000145011600928074
"3370";"A25 A26 A31 A33 A68 B57 B58 B18 Cw3 Cw7 DQ2";88,16;1;0,000145011600928074
"3371";"A25 A26 A31 A68 A69 B51 B7 B8 B13 B55 Bw6 Cw1 Cw9 DQ9";95,6;1;0,000145011600928074
"3372";"A25 A26 A32 A33 DR1 DR17 DR18 DR11 DR12 DR13 DR14";81,22;1;0,000145011600928074
"3373";"A25 A26 A32 B62 DR1 DR2";63,18;1;0,000145011600928074
"3374";"A25 A26 A33";13,12;1;0,000145011600928074
"3375";"A25 A26 A34";11,77;1;0,000145011600928074
"3376";"A25 A26 A34 A29 A30 A31 A32 A33 A74 B22";35,52;1;0,000145011600928074
"3377";"A25 A26 A34 A32 A33 A28 B5 B8 B12 B13 B14 B15 B70 B16 B17 B18 B21 B22 B27 B35 B37 B47 B48 B53 B59 B78 Bw4 Cw15 DR7";96,64;1;0,000145011600928074
"3378";"A25 A26 A34 A66";11,35;2;0,000290023201856148
"3379";"A25 A26 A34 A66";12,34;1;0,000145011600928074
"3380";"A25 A26 A34 A66";12,54;2;0,000290023201856148
"3381";"A25 A26 A34 A66 A11";20,96;1;0,000145011600928074
"3382";"A25 A26 A34 A66 A11 A28 DR15 DR16 DR7 DR51";65,22;1;0,000145011600928074
"3383";"A25 A26 A34 A66 A11 A29 A30 A31 A32 A33 A74 A43 B46 Cw10 Cw9 Cw4 Cw5";73,14;1;0,000145011600928074
"3384";"A25 A26 A34 A66 A11 A29 A30 A31 A32 A33 A74 A68 A43 A80 Cw4 Cw5 Cw18 DR15 DQ6";82,86;1;0,000145011600928074
"3385";"A25 A26 A34 A66 A11 A29 A30 A31 A33 A68 A69 A43 B51 B8 B44 B63 B75 B77 B71 B72 B57 B58 B54 B55 B56 B35 B41 B42 B46 B48 B53 B59 B67 Cw1 Cw5 Cw14 Cw15 Cw16 DR14 DR9 DR10 DR53 DQ5";93,19;1;0,000145011600928074
"3386";"A25 A26 A34 A66 A11 A29 A30 A31 A33 A74 A68 A69 B51 B52 B8 B64 B65 B62 B63 B75 B76 B77 B71 B72 B18 B49 B50 B55 B56 B35 B42 B53 B78 DR1 DR15 DR16 DR4 DR11 DR14 DR7 DR8 DR9 DR10 DR51 DR53 DQ5 DQ2 DQ7 DQ8 DQ9 DQ4";99,8;1;0,000145011600928074
"3387";"A25 A26 A34 A66 A11 A29 A30 A31 A33 A74 A68 B58 B35 B53 DR15 DR16 DR17 DR18 DR11 DR12 DR7 DR9";92,55;1;0,000145011600928074
"3388";"A25 A26 A34 A66 A11 A29 A43 B56 DR15 DR16 DR12 DR6 DR51 DQ6";70,31;1;0,000145011600928074
"3389";"A25 A26 A34 A66 A11 A30 A31 A33 A74 A68 A69 B51 B52 B8 B45 B64 B65 B62 B63 B75 B77 B71 B72 B38 B39 B18 B49 B50 B54 B56 B35 B37 B41 B48 B53 B59 B78 Cw2";88,47;1;0,000145011600928074
"3390";"A25 A26 A34 A66 A11 A31 A32 A33";33,72;1;0,000145011600928074
"3391";"A25 A26 A34 A66 A11 A31 A33 A68 A43 DR4 DR7 DR9 DR53 DQ2 DQ7 DQ8 DQ9 DQ4";88,76;1;0,000145011600928074
"3392";"A25 A26 A34 A66 A11 A31 B44 B39 B35 DR15 DR4 DR7 DQ7";90,8;1;0,000145011600928074
"3393";"A25 A26 A34 A66 A11 A32 A68 A69 A43 B51 B52 B8 B62 B63 B75 B76 B77 B71 B72 B38 B39 B18 B49 B50 B54 B56 B35 B37 B46 B48 B53 B59 B78 Cw4 DR1 DR15 DR16 DR17 DR18 DR4 DR14 DR8 DR9 DR10 DR51 DQ5 DQ2";99,04;1;0,000145011600928074
"3394";"A25 A26 A34 A66 A11 A33 A68 A43 B51 B7 B8 B44 B45 B13 B62 B63 B75 B76 B71 B72 B39 B18 B49 B50 B54 B55 B56 B35 B60 B61 B41 B42 B47 B53 B78 B81 B82";98,56;1;0,000145011600928074
"3395";"A25 A26 A34 A66 A11 A33 A68 A69 A43 A80 B57 B58 DR4 DR14 DR7 DR9 DR10 DQ2 DQ3 DQ4";90,24;1;0,000145011600928074
"3396";"A25 A26 A34 A66 A11 A33 A68 A69 A43 B56 DR15 DR16 DQ6 DQ8 DQ9 DQ4";92,03;1;0,000145011600928074
"3397";"A25 A26 A34 A66 A11 A33 A68 A69 B51 B62 B72 B18";56,2;1;0,000145011600928074
"3398";"A25 A26 A34 A66 A11 A43 B35 DR1 DQ5";51,89;1;0,000145011600928074
"3399";"A25 A26 A34 A66 A11 A43 B44 B57 B27 B37 B82 Cw2 Cw6";63,14;1;0,000145011600928074
"3400";"A25 A26 A34 A66 A11 A43 DR4 DR53 DQ3";74,22;1;0,000145011600928074
"3401";"A25 A26 A34 A66 A11 A68 A69";29,32;1;0,000145011600928074
"3402";"A25 A26 A34 A66 A11 A68 A69 A43 B38 B18 DR15 DR16 DR11 DR13 DR51 DQ6";77,8;1;0,000145011600928074
"3403";"A25 A26 A34 A66 A11 B41 DQ7";66,26;1;0,000145011600928074
"3404";"A25 A26 A34 A66 A11 B7 B13 B38 B39 B54 B55 B56 B27";57,9;1;0,000145011600928074
"3405";"A25 A26 A34 A66 A11 B7 B50 B55 B41 DR1";55,99;1;0,000145011600928074
"3406";"A25 A26 A34 A66 A29 A30 A31 A32 A33";33,05;1;0,000145011600928074
"3407";"A25 A26 A34 A66 A29 A30 A31 A32 A33 A74 A28 DR15 DR16 DR11 DR7";78,94;1;0,000145011600928074
"3408";"A25 A26 A34 A66 A29 A30 A31 A32 A33 A74 B49 B50 DR15 DR16 DQ5 DQ6";79,61;1;0,000145011600928074
"3409";"A25 A26 A34 A66 A29 A32 A33 A74 A43";25,32;1;0,000145011600928074
"3410";"A25 A26 A34 A66 A29 A32 B7 B38 B39 Cw4 Cw7 DR4 DQ3";93,53;1;0,000145011600928074
"3411";"A25 A26 A34 A66 A29 A33 A28 B7 B40 B48 B81 DR3 DR5 DR6 DR7 DR9 DR52 DQ2 DQ4";93,42;1;0,000145011600928074
"3412";"A25 A26 A34 A66 A29 A33 A68 A69 A36 B8 B64 B65 B38 B18 B54 B55 B37 B41 B42 B59 B67 DR1 DR15 DR16 DR9 DR10 DR51 DQ5 DQ6";88,51;1;0,000145011600928074
"3413";"A25 A26 A34 A66 A29 B51 B62 B49 B50";42,13;1;0,000145011600928074
"3414";"A25 A26 A34 A66 A32 A68 A69 B51 B52 B7 B8 B44 B45 B64 B65 B62 B63 B75 B76 B71 B72 B39 B57 B58 B18 B49 B50 B54 B55 B56 B35 B37 B60 B61 B41 B42 B46 B48 B53 B67 B78 B81 B82 Bw6 Cw17 Cw18 DR4 DR11 DR12 DQ2 DQ7 DQ8 DQ9 DQ4";99,79;1;0,000145011600928074
"3415";"A25 A26 A34 A66 A32 B38 B39 DR11 DR12 DR13 DQ7 DQ8 DQ9 DQ4";79,98;1;0,000145011600928074
"3416";"A25 A26 A34 A66 A33 A28 B35 DR1 DR15 DR17 DR18 DR11 DR13 DR14 DR7 DR8 DR9";97,68;1;0,000145011600928074
"3417";"A25 A26 A34 A66 A33 A68 A69 B12 B63 B76 B49 B50 B82 DR1 DR2 DR4 DR12 DR14 DR7 DR9 DR10 DQ2";96,97;1;0,000145011600928074
"3418";"A25 A26 A34 A66 A33 A68 A69 B18 DR9";30,33;1;0,000145011600928074
"3419";"A25 A26 A34 A66 A33 A68 A69 B51 B52 B8 B44 B45 B13 B62 B63 B75 B76 B77 B71 B72 B38 B39 B57 B58 B49 B50 B54 B55 B56 B35 B41 B42 B46 B53 B59 B67 B78 Cw10 Cw9 DR17 DQ5 DQ2";95,25;1;0,000145011600928074
"3420";"A25 A26 A34 A66 A33 A68 A69 B7 B13 B27 B60 B61 B47 B48 B73 B81 DR11 DR14 DR8 DQ1";91,28;1;0,000145011600928074
"3421";"A25 A26 A34 A66 A33 DR3 DR12 DR6 DR7 DR9 DQ1";92,47;1;0,000145011600928074
"3422";"A25 A26 A34 A66 A43";12,54;1;0,000145011600928074
"3423";"A25 A26 A34 A66 A43";12,57;1;0,000145011600928074
"3424";"A25 A26 A34 A66 A43 B7 B63 B55 B56 B37 B42 B67 B81 B82 DR15 DQ6";60,26;1;0,000145011600928074
"3425";"A25 A26 A34 A66 A43 DR15 DR16 DR51";39,04;1;0,000145011600928074
"3426";"A25 A26 A34 A66 A74";11,45;1;0,000145011600928074
"3427";"A25 A26 A34 A66 B27 DR11 DR13 DQ7";76,63;1;0,000145011600928074
"3428";"A25 A26 A34 A66 B38 B39 B27 DR1 DR16";42,24;1;0,000145011600928074
"3429";"A25 A26 A34 A66 B39 B18";21,9;1;0,000145011600928074
"3430";"A25 A26 A34 A66 B5 B13 B15 B70 B17 B21 B56 B35 B46 B53 Cw3 DR18 DQ6";85,01;1;0,000145011600928074
"3431";"A25 A26 A34 A66 B51";24,62;1;0,000145011600928074
"3432";"A25 A26 A34 A66 B51 B52 B62 B63 B75 B76 B77 B49 B50 DQ5 DQ6 DQ8 DQ9 DQ4";96,37;1;0,000145011600928074
"3433";"A25 A26 A34 A66 B57 B58 DR11";37,58;1;0,000145011600928074
"3434";"A25 A26 A34 A66 B62 B18 DR1 DR4";58,21;1;0,000145011600928074
"3435";"A25 A26 A34 A66 B62 B63 B75 B76 B77 B71 B72 DR11 DR12";45,05;1;0,000145011600928074
"3436";"A25 A26 A34 A66 B62 B63 B75 B76 B77 B72 B18 B49 B50 B54 B55 B56 B35 DR11 DR7";73,12;1;0,000145011600928074
"3437";"A25 A26 A34 A66 B7";33,24;1;0,000145011600928074
"3438";"A25 A26 A34 A66 B7 B8 B44 B45 B13 B38 B39 B18 B49 B50 B37 B60 B61 B41 B42 B47 B81 DR13 DR52 DQ7";95,36;1;0,000145011600928074
"3439";"A25 A26 A34 A66 B8";30,03;1;0,000145011600928074
"3440";"A25 A26 A34 A66 B8 DR1 DR10 DQ5 DQ6";79,02;1;0,000145011600928074
"3441";"A25 A26 A34 A66 B8 DR14";34,74;1;0,000145011600928074
"3442";"A25 A26 A34 A66 DR1";28,8;1;0,000145011600928074
"3443";"A25 A26 A34 A66 DR17 DR18";31,26;1;0,000145011600928074
"3444";"A25 A26 A34 B7";32,64;1;0,000145011600928074
"3445";"A25 A26 A43 B8 B44 B45 B82 DQ2 DQ7";85,35;1;0,000145011600928074
"3446";"A25 A26 A66";11,24;4;0,000580046403712297
"3447";"A25 A26 A66";12,37;2;0,000290023201856148
"3448";"A25 A26 A66 A11 A30 A31 A74 A43 B18 B35 Cw4 Cw5 Cw7 Cw18 DR1 DR11 DR13 DQ1 DQ3 DQ4";99,68;1;0,000145011600928074
"3449";"A25 A26 A66 A29 B45 B18 B37 B46 DR1 DR15 DR16 DR4 DR11 DR12 DR13 DR7 DR8 DR9 DR10 DR51 DR53 DQ1";98,93;1;0,000145011600928074
"3450";"A25 A26 A66 A30 A43 B13 B15 B70 B57 B60 B46";44,25;1;0,000145011600928074
"3451";"A25 A26 A66 A31 A33 B7 B44 B45 B49 B50 B27 B60 B61 B48 B73 B81 DR11 DR12";79,13;1;0,000145011600928074
"3452";"A25 A26 A66 A33 B44 B45 DR7";47,27;1;0,000145011600928074
"3453";"A25 A26 A66 A43";12,37;1;0,000145011600928074
"3454";"A25 A26 A66 A43 B7 B13 B42 B81 DR1 DR2 DR4 DR7 DR51";83,37;1;0,000145011600928074
"3455";"A25 A26 A66 A43 DQ1 DQ3 DQ4";96,23;1;0,000145011600928074
"3456";"A25 A26 A66 A80 B5 B7 B13 B15 B70 B38 B57 B18 B21 B22 B35 B42 B53 B67 B78 B81 DR16 DR3 DR5 DR6 DR8 DR52 DQ1 DQ4";98,9;1;0,000145011600928074
"3457";"A25 A26 A66 B13 DR1 DR15 DR9 DR10 DR51 DQ5 DQ6 DQ8 DQ9 DQ4";97,23;1;0,000145011600928074
"3458";"A25 A26 A66 B21";15,6;1;0,000145011600928074
"3459";"A25 A26 A66 B27 Cw2 DR11";40,18;1;0,000145011600928074
"3460";"A25 A26 A66 B37 Cw6 DR14 DR10";33,99;1;0,000145011600928074
"3461";"A25 A26 A66 B50 DR3 DR7";49,58;1;0,000145011600928074
"3462";"A25 A26 A66 B60";23,63;1;0,000145011600928074
"3463";"A25 A26 A66 B7 B13 B22 B42 B67 B81 Cw6 Cw15 Cw18 DQ2";71,46;1;0,000145011600928074
"3464";"A25 A26 A66 B7 B13 B54 B55 B56 B27 B60 B61 B41 B42 B47 B48 B73 B81 Cw2 Cw17 DR1 DR15 DR16 DR4 DR9 DR10 DR51";85,26;1;0,000145011600928074
"3465";"A25 A26 A66 B7 B38 DR15 DR16";47,79;1;0,000145011600928074
"3466";"A25 A26 A66 B81 DR17 DR18 DR11 DR12 DR13 DR14 DR8";73,77;1;0,000145011600928074
"3467";"A25 A26 A66 Cw3";34,95;1;0,000145011600928074
"3468";"A25 A26 A66 DQ4";18,34;1;0,000145011600928074
"3469";"A25 A26 A66 DR17 DQ7 DQ4";76,94;1;0,000145011600928074
"3470";"A25 A26 A66 DR17 DR18 DR11 DR12 DR13 DR14 DR52";69,94;1;0,000145011600928074
"3471";"A25 A26 A66 DR3 DR11 DR9 DR52";70,86;1;0,000145011600928074
"3472";"A25 A26 A66 DR4 DR7 DR9";52,5;1;0,000145011600928074
"3473";"A25 A26 A66 DR52";69,92;1;0,000145011600928074
"3474";"A25 A26 B12 B76 B37";35,32;1;0,000145011600928074
"3475";"A25 A26 B18 DQ8 DQ9";63,41;1;0,000145011600928074
"3476";"A25 A26 B35";27,65;1;0,000145011600928074
"3477";"A25 A26 B35 Cw4 DR1";42,94;1;0,000145011600928074
"3478";"A25 A26 B38 DR7";33,42;1;0,000145011600928074
"3479";"A25 A26 B5 B8 B18 B35 B53 DR3";62,81;1;0,000145011600928074
"3480";"A25 A26 B51";21,96;1;0,000145011600928074
"3481";"A25 A26 B51 B52 B8 B57 B58 B35 B53";60,32;1;0,000145011600928074
"3482";"A25 A26 B7 B60 DR53";43,44;1;0,000145011600928074
"3483";"A25 A26 B7 B63 B77 DR4 DR7 DR9 DR10";72,42;1;0,000145011600928074
"3484";"A25 A26 DQ7 DQ8 DQ9";60,22;1;0,000145011600928074
"3485";"A25 A26 DR4";33,32;1;0,000145011600928074
"3486";"A25 A26 DR4";33,38;1;0,000145011600928074
"3487";"A25 A29 A30 B65 Cw7 DR17 DR18 DR11 DR13 DR14 DR8 DR52 DQ7";95,54;1;0,000145011600928074
"3488";"A25 A29 A68 B15 DR53";54,86;1;0,000145011600928074
"3489";"A25 A30 B44 B18 Cw5 DR12";37,9;1;0,000145011600928074
"3490";"A25 A31 A32 A33 B5 B15 B70 B17 B21 B35 B53 B59 B78 Cw7 Cw8";89,47;1;0,000145011600928074
"3491";"A25 A32";11,57;3;0,000435034802784223
"3492";"A25 A32 A33 B8 B44 B39 DR3 DR11";66,89;1;0,000145011600928074
"3493";"A25 A32 B12 DR3 DQ2";55,7;1;0,000145011600928074
"3494";"A25 A32 B27";19,07;1;0,000145011600928074
"3495";"A25 A32 B39 DR4 DR7 DR9";54,72;1;0,000145011600928074
"3496";"A25 A32 B44 B45 B49 DR15 DR16 DR11";67,81;1;0,000145011600928074
"3497";"A25 A32 B44 B45 B57 B49 Bw4";66,35;1;0,000145011600928074
"3498";"A25 A32 B45 B49";14,89;1;0,000145011600928074
"3499";"A25 A32 B49";13,51;1;0,000145011600928074
"3500";"A25 A32 B49 DR15 DR16";39,5;1;0,000145011600928074
"3501";"A25 A32 B5 B12";44,2;1;0,000145011600928074
"3502";"A25 A32 B5 B12 B63 B77 B38 B17 B49 B60 B53 B59";71,26;1;0,000145011600928074
"3503";"A25 A32 B5 B13";30,46;1;0,000145011600928074
"3504";"A25 A32 B5 B44 B13 B38 B17 B53 B59 B82";56,14;1;0,000145011600928074
"3505";"A25 A32 B5 B49";27,25;1;0,000145011600928074
"3506";"A25 A32 B5 B49 B59";27,25;1;0,000145011600928074
"3507";"A25 A32 B5 B49 DR7 DQ2";58,74;1;0,000145011600928074
"3508";"A25 A32 B5 B63 B49 Cw17 DQ2";56,82;1;0,000145011600928074
"3509";"A25 A32 B5 B7 B8 B14 B18 B37 B40 B41 B42 B78 DR4 DR11 DR8 DQ3";91,29;1;0,000145011600928074
"3510";"A25 A32 B51 B52 B35 B53 Bw4 DR3 DR11 DR12 DR13 DR14 DR52 DQ5 DQ6 DQ4";98,5;1;0,000145011600928074
"3511";"A25 A32 B51 B52 B49";26,16;1;0,000145011600928074
"3512";"A25 A32 B51 B52 B63 B77 B49 B59 DR1 DR15 DR16 DR7 DR51";73,42;1;0,000145011600928074
"3513";"A25 A32 B7 B12 B13 B17 B40 B81 DR7 DR9 DR10 DR53 DQ7 DQ8 DQ9";88,39;1;0,000145011600928074
"3514";"A25 A32 B7 B8 B45 B13 B64 B65 B62 B63 B76 B71 B72 B39 B57 B58 B18 B50 B27 B35 B60 B61 B41 B47 B48 B73 B81 DR15 DR4 DR51 DR53 DQ6 DQ7 DQ8 DQ9";99,07;1;0,000145011600928074
"3515";"A25 A32 DR1";29,67;1;0,000145011600928074
"3516";"A25 A32 DR1 DR15 DR16 DR4 DR7 DR8 DR9 DR51 DQ4";84,04;1;0,000145011600928074
"3517";"A25 A34 A66 A11 A19 DR3 DR5 DR6 DR8 DR52";82,01;1;0,000145011600928074
"3518";"A25 A34 A66 A29 A31 A33 A28 A80 B51 B52 B8 B44 B45 B13 B62 B63 B75 B71 B72 B57 B58 B18 B49 B50 B54 B55 B56 B35 B37 B60 B61 B41 B46 B47 B48 B53 B59 B78";94,96;1;0,000145011600928074
"3519";"A25 A66";4,81;1;0,000145011600928074
"3520";"A25 A66";5,78;1;0,000145011600928074
"3521";"A25 A66 A29 A30 A32 A74 B7 B44 B45 B13 B76 B57 B49 B50 B54 B55 B56 B27 B60 B61 B41 B42 B46 B47 B48 B67 B73 B81 B82 Cw1 Cw2 Cw10 Cw9 Cw5 Cw6 Cw7 Cw8 Cw12 Cw14 Cw15 Cw16 Cw17 Cw18 DR15 DR16";99,27;1;0,000145011600928074
"3522";"A25 A66 A68 Cw17";14,58;1;0,000145011600928074
"3523";"A25 A68 A69 B52 B13 B62 B63 B77 B39 B49 Cw5 DR15 DR16 DR4 DR7 DQ7 DQ8 DQ9";90,15;1;0,000145011600928074
"3524";"A25 A68 A69 B60 B61";23,52;1;0,000145011600928074
"3525";"A25 A68 A69 B8 B35 Cw4 Cw7 DR1 DQ5 DQ6 DQ2 DQ4";95,91;1;0,000145011600928074
"3526";"A25 A68 A80 B8 B75 B38 B39 B55 B42 B46 B67 B73 DQ7";79,82;1;0,000145011600928074
"3527";"A25 A74 A80 B57 Cw2 Cw10 Cw9 DQ4";32,84;1;0,000145011600928074
"3528";"A25 B12 B76 B35 DR11 DR14 DQ7";79,45;1;0,000145011600928074
"3529";"A25 B18";11,82;1;0,000145011600928074
"3530";"A25 B18 Cw5 DR1 DR4 DR14 DR9 DR10 DQ6 DQ2 DQ3";99,59;1;0,000145011600928074
"3531";"A25 B18 DR4 DR11 DQ8";49,99;1;0,000145011600928074
"3532";"A25 B18 DR4 DR13 DQ6";68,86;1;0,000145011600928074
"3533";"A25 B27";12,9;1;0,000145011600928074
"3534";"A25 B27 DR12 DQ3";61,89;1;0,000145011600928074
"3535";"A25 B44 B13 B62 B63 B49 B48";45,05;1;0,000145011600928074
"3536";"A25 B44 B45 B57 B58 B82";34,72;1;0,000145011600928074
"3537";"A25 B44 B45 DR1";41,52;1;0,000145011600928074
"3538";"A25 B49 B50 B56 B35 B53";28,76;1;0,000145011600928074
"3539";"A25 B5 B44 B53";38,55;1;0,000145011600928074
"3540";"A25 B51 B52 B7 B13 B49 B55 B27 B40 B42 B47 B48 B67 B73 B78 B81 DR2 DR3 DR4 DR5 DR6 DR8 DQ8 DQ4";97,72;1;0,000145011600928074
"3541";"A25 B51 B52 B7 B44 B49 B56 B27 B53";66,74;1;0,000145011600928074
"3542";"A25 B52 B76 B35 Cw4 DR17 DQ2";56,44;1;0,000145011600928074
"3543";"A25 B61 Cw8 DR13 DQ6";56,33;1;0,000145011600928074
"3544";"A25 B62 B63 B75 B76 B77";18,19;1;0,000145011600928074
"3545";"A25 B62 B63 DQ2 DQ7";82,57;1;0,000145011600928074
"3546";"A25 B62 DR13";36,66;1;0,000145011600928074
"3547";"A25 B7 B13 B22 B27 B35 B42 DR3 DQ2";76,44;1;0,000145011600928074
"3548";"A25 B7 B13 B39 B18 B22 B27 B40 B41 B42 B47 B48 B67 B73 B81 B82 DR1 DR2 DR17 DR13 DR51 DQ1 DQ4";92,98;1;0,000145011600928074
"3549";"A25 B7 B44 B45 B13 B76 B37 B42 B67 DR16 DQ7";86,8;1;0,000145011600928074
"3550";"A25 B7 B44 Cw7 DR15 DR4 DQ6";88,53;1;0,000145011600928074
"3551";"A25 B7 B8 B13 B57 B50 B27 B40 B42";69,11;1;0,000145011600928074
"3552";"A25 B7 DR15 DQ6";53,15;1;0,000145011600928074
"3553";"A25 B8";23,7;1;0,000145011600928074
"3554";"A25 B8 B44 Cw7 DR11 DQ2";82,65;1;0,000145011600928074
"3555";"A25 Cw10 Cw9";27,93;1;0,000145011600928074
"3556";"A25 DQ7 DQ4";62,33;1;0,000145011600928074
"3557";"A25 DR1 DR15 DR16 DR9 DR10 DQ5 DQ6";69,79;1;0,000145011600928074
"3558";"A25 DR11";26,09;1;0,000145011600928074
"3559";"A25 DR11 DR12";31,08;1;0,000145011600928074
"3560";"A25 DR11 DR14 DQ5";52,39;1;0,000145011600928074
"3561";"A25 DR15 DR16 DR51 DQ8";46,94;1;0,000145011600928074
"3562";"A25 DR16 DR13 DR10 DQ6";53,57;1;0,000145011600928074
"3563";"A25 DR52";67,67;1;0,000145011600928074
"3564";"A25 DR7 DQ2 DQ7";79,33;1;0,000145011600928074
"3565";"A25 DR8 DQ2 DQ3 DQ4";82,36;1;0,000145011600928074
"3566";"A26";6,68;5;0,000725058004640371
"3567";"A26";6,78;3;0,000435034802784223
"3568";"A26 A11";16,72;1;0,000145011600928074
"3569";"A26 A11 B38 Cw12 DR4";43,5;1;0,000145011600928074
"3570";"A26 A28 B13 B27 B41 DR4 DR10 DQ5 DQ3";83,02;1;0,000145011600928074
"3571";"A26 A29";11,74;1;0,000145011600928074
"3572";"A26 A29 A33 A36 A43 B44 B45 B76 B82 DR7 DR9 DQ2 DQ8";86,57;1;0,000145011600928074
"3573";"A26 A29 B44 B55 DR2 DQ1";79,49;1;0,000145011600928074
"3574";"A26 A29 DR12 DQ3";61,53;1;0,000145011600928074
"3575";"A26 A30 A31 A32 A74 B51 B58 Cw2 Cw4 DR17 DR18 DR4 DR10 DQ2 DQ7 DQ8 DQ9 DQ4";92,64;1;0,000145011600928074
"3576";"A26 A30 A31 B13 DR4 DR7 DR9";53,08;1;0,000145011600928074
"3577";"A26 A32 A68 A69 B44 B45 B64 B65 B57 B18 Cw2 Cw5 DR7 DR53";75,79;1;0,000145011600928074
"3578";"A26 A32 B15 B70 DR1";42,6;1;0,000145011600928074
"3579";"A26 A32 B18 DR4";41,88;1;0,000145011600928074
